id,panel_id,relay_i1,relay_i2,relay_i3,relay_i0,pickup_phase,pickup_earth,overcurrent_fault,earth_fault,meter_v_r,meter_v_y,meter_v_b,meter_i_r,meter_i_y,meter_i_b,meter_frequency,meter_pf_r,meter_pf_y,meter_pf_b,meter_pf_t,meter_p_r,meter_p_y,meter_p_b,meter_p_t,temperature,humidity,relay_rtc,event_type,event_subtype,event_timestamp,fault_status,live_fault_status,historical_fault_status,operation_counter,negative_sequence_current,thermal_level,current_relay_status,fr_prestart_i1,fr_prestart_i2,fr_prestart_i3,fr_prestart_i0,fr_atstart_i1,fr_atstart_i2,fr_atstart_i3,fr_atstart_i0,fr_atstart_timestamp,fr_attrip_i1,fr_attrip_i2,fr_attrip_i3,fr_attrip_i0,fr_attrip_timestamp,fr_p80_i1,fr_p80_i2,fr_p80_i3,fr_p80_i0,fr_p200_i1,fr_p200_i2,fr_p200_i3,fr_p200_i0,timestamp
5093,PANEL001,0,0,0,0,1,15,False,False,3717.968,3735.398,3727.684,0,0,0,49.99387,1,1,1,1,0,0,0,0,0,0,18/02/2011 23:39:25.430,0,26,18/02/11 22:40:59.848,No Fault Detected,No Fault Detected,Fault Detected - O/C (Overcurrent Phase-to-Phase),0,0,80,Online,17.7,17.7,0,0,18,17.7,0,0,11/02/11 23:41:22.579,20.7,20.7,0,0,11/02/11 23:41:23.579,0,0,0,0,0,0,0,0,2026-08-25 12:02:36.517459
